web_scraper_order,web_scraper_start_url,pagination,data,review_date,review_count,context,buyer,title,rating,image,url,listing_id
1781163408-207,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=95,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=109,"Casey on Apr 20, 2025",2025-04-20,4.0,It arrived quickly and is awesome quality!,Casey,"TOG Series Comfort Colors Shirt For Fans, Terrasen The Thirteen T Shirt, Aelin Fireheart Tee, Xmas Cozy Gift, Bookish Christmas",5 out of 5 stars,https://i.etsystatic.com/6420125983/r/il/be6afc/6420125983/il_340x270.6420125983_j8hl.jpg,https://www.etsy.com/listing/1800110792/tog-series-comfort-colors-shirt-for-fans?ref=shop_review,1800110792
1781163875-6,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,,"Nichole on Apr 19, 2025",2025-04-19,7.0,Good quality and great design!,Nichole,"Butcher & Blackbird Fan Comfort Colors Shirt, Dark Romance T Shirt, Gift For Bookish Lover, Brynne Inspired Book Shirt",5 out of 5 stars,https://i.etsystatic.com/6239008807/r/il/8e4045/6239008807/il_340x270.6239008807_fao3.jpg,https://www.etsy.com/listing/1762759880/butcher-blackbird-fan-comfort-colors?ref=shop_review,1762759880
1781163875-13,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,,"Allison on Apr 18, 2025",2025-04-18,1.0,"Great shirts, can’t wait the wear them and give as gifts.",Allison,"Even Baddies Get Saddies Comfort Colors Shirt, Smut Reader T Shirt, Bookish Raccoon, Funny Anxiety Tee, Gift For Book Lover",5 out of 5 stars,https://i.etsystatic.com/6195972030/r/il/51ea17/6195972030/il_340x270.6195972030_pveb.jpg,https://www.etsy.com/listing/1778073129/even-baddies-get-saddies-comfort-colors?ref=shop_review,1778073129
1781163899-47,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=113,"Caycee on Apr 14, 2025",2025-04-14,3.0,It is so perfect! Thank you so much!,Caycee,"Autism Awareness Comfort Colors Shirt, Neurodiverse Universe Shirt, Sped Teacher Shirt, Space Neurodiversity Shirt, Special Education Shirt",5 out of 5 stars,https://i.etsystatic.com/6745575157/r/il/a9c3cc/6745575157/il_340x270.6745575157_buir.jpg,https://www.etsy.com/listing/1884664213/autism-awareness-comfort-colors-shirt?ref=shop_review,1884664213
1781163915-79,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=115,"Shasta on Apr 9, 2025",2025-04-09,1.0,I love this shirt. Amazing color and it just makes me giggle.,Shasta,"Fireheart Queen Aelin Comfort Colors Shirt, Throne Of Glass Fan T Shirt, Kingsflame The Thirteen,She Will Not Be Afraid, Book Lover Tog Gift",5 out of 5 stars,https://i.etsystatic.com/6184557894/r/il/face15/6184557894/il_340x270.6184557894_lhbr.jpg,https://www.etsy.com/listing/1761369920/fireheart-queen-aelin-comfort-colors?ref=shop_review,1761369920
1781163923-89,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=116,"Cristina on Apr 8, 2025",2025-04-08,1.0,"I can't believe how fast this got to me! I ordered on 04-03 & received on 04/07!  Shirt looks so cute and comfy! It's even better in person. I was worried this wouldn't arrive in time. I needed it for an event in 2 weeks , but it got here lightning fast! Turns out I had nothing to be worried about. Would 1000% recommend 👌",Cristina,"Pride and Prejudice Quotes Two Sided Comfort Colors Shirt, Romance Novels T Shirt, Jane Austen Inspired, Feminist Literary Classic Gift",5 out of 5 stars,https://i.etsystatic.com/6780987377/r/il/2a27a5/6780987377/il_340x270.6780987377_1x0q.jpg,https://www.etsy.com/listing/1877339806/pride-and-prejudice-quotes-two-sided?ref=shop_review,1877339806
1781163939-120,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=118,"Heather on Apr 2, 2025",2025-04-02,1.0,Can't wait to start being an absolute menace in my new shirt ❤️,Heather,"Let Us Be Menaces Comfort Colors Shirt, Onyx Storm Fourth Wing Merch For Fans, Xaden Riorson Shirt, Dragon Rider Quest Squad",5 out of 5 stars,https://i.etsystatic.com/6669552636/r/il/76ad62/6669552636/il_340x270.6669552636_pz4s.jpg,https://www.etsy.com/listing/1879162957/let-us-be-menaces-comfort-colors-shirt?ref=shop_review,1879162957
1781163955-141,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=120,"Charlotte on Apr 1, 2025",2025-04-01,1.0,Wonderful thick cotton shirt. Graphics are vibrant!,Charlotte,"Congresswoman Fan Club Comfort Colors Shirt, Crockett Fan club T shirt,  Powerful Woman, Trendy Apparel for Democrats, Liberal Leftist",5 out of 5 stars,https://i.etsystatic.com/6762183497/r/il/071d96/6762183497/il_340x270.6762183497_5slj.jpg,https://www.etsy.com/listing/1887018693/congresswoman-fan-club-comfort-colors?ref=shop_review,1887018693
1781163955-153,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=120,"kayla on Mar 31, 2025",2025-03-31,10.0,The shipping time was great!,kayla,"Bridgerton State Comfort Colors Shirt, Penelope Colin Bridgerton Season 3 Shirt, Bridgerton Gift, Lady Whistledown Fan",5 out of 5 stars,https://i.etsystatic.com/6086730174/r/il/c50fbd/6086730174/il_340x270.6086730174_qbbm.jpg,https://www.etsy.com/listing/1739232066/bridgerton-state-comfort-colors-shirt?ref=shop_review,1739232066
1781163979-188,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=123,"Inactive account on Mar 25, 2025",2025-03-25,3.0,Very nice shirt.  Quality is very good.  Really pleased.,,"Herbs For Reproductive Freedom Comfort Colors Shirt, Reproductive Rights Women's Rights Shirt, Feminist Tshirt, Women's Reproductive Herbs",5 out of 5 stars,https://i.etsystatic.com/6428862334/r/il/23054e/6428862334/il_340x270.6428862334_se18.jpg,https://www.etsy.com/listing/1825757217/herbs-for-reproductive-freedom-comfort?ref=shop_review,1825757217
1781163979-190,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=123,"Nina on Mar 25, 2025",2025-03-25,1.0,Just as described in love,Nina,"Fourth Wing Basgiath War College Comfort Colors Shirt, Xaden Riorson Violet Sorrengail Shirt, Dragon Rider Apparel, Onyx Storm Book Inspired",5 out of 5 stars,https://i.etsystatic.com/6684689131/r/il/203fc7/6684689131/il_340x270.6684689131_pels.jpg,https://www.etsy.com/listing/1858522266/fourth-wing-basgiath-war-college-comfort?ref=shop_review,1858522266
1781163987-198,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=124,"Virginia on Mar 25, 2025",2025-03-25,1.0,Nice quality and nice message,Virginia,"When Injustice Becomes Law Resistance Becomes Duty Comfort Colors Shirt, Feminist Resistance TShirt, Social Justice Shirt, Equality Shirt",5 out of 5 stars,https://i.etsystatic.com/6636561164/r/il/c0f574/6636561164/il_340x270.6636561164_i4uy.jpg,https://www.etsy.com/listing/1872702013/when-injustice-becomes-law-resistance?ref=shop_review,1872702013
1781163987-201,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=124,"Kristen on Mar 25, 2025",2025-03-25,2.0,“Never got it in the mail” Edit they gave me the return and did it swiftly great customer service thank you,Kristen,"LOTR I Am No Man Comfort Colors Shirt, Rings of Movie Power TShirt, Lord of Movie Rings, Even Darkness Must Pass, Gift for Film Lover",3 out of 5 stars,https://i.etsystatic.com/6557726686/r/il/43b34c/6557726686/il_340x270.6557726686_49sq.jpg,https://www.etsy.com/listing/1856541279/lotr-i-am-no-man-comfort-colors-shirt?ref=shop_review,1856541279
1781163987-209,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=124,"Kelly on Mar 23, 2025",2025-03-23,1.0,"I LOVE IT!! Yay Broccoli!! This shirt is just too cute. It's well- made, and super comfortable. The perfect pajama shirt to wear when cozying up to read Onyx Storm. Super fast shipping, as well. Highly recommend.",Kelly,"Quest Squad Broccoli Comfort Colors Shirt, Broccoli The Cat, Onyx Storm Fan Shirt, Fourth Wing Reader Shirt, Bookish Gift, Dragon Rider",5 out of 5 stars,https://i.etsystatic.com/6684738147/r/il/3bf802/6684738147/il_340x270.6684738147_byzy.jpg,https://www.etsy.com/listing/1872719489/quest-squad-broccoli-comfort-colors?ref=shop_review,1872719489
1781163987-210,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=124,"Kelly on Mar 23, 2025",2025-03-23,2.0,"Absolutely beautiful!! I love it!! (Cat dragons!!!!) The quality is excellent, images are perfect, and the material is super comfortable. Fast shipping, as well. Highly recommend.",Kelly,"Fourth Wing Cats Comfort Colors Shirt, Fantasy Cat Shirt, Basgiath War College TShirt, Fourth Wing Merch, Bookish Gift for Readers",5 out of 5 stars,https://i.etsystatic.com/6477742484/r/il/bfb03d/6477742484/il_340x270.6477742484_1xzo.jpg,https://www.etsy.com/listing/1822177286/fourth-wing-cats-comfort-colors-shirt?ref=shop_review,1822177286
1781163995-216,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=125,"Angela on Mar 22, 2025",2025-03-22,1.0,Great design and soft material,Angela,"Beverly Hill Camping Girl Comfort Colors Shirt, Wilderness Girls T Shirt, Camping Shirt For Troop, Outdoor Gift For Her",5 out of 5 stars,https://i.etsystatic.com/6394496308/r/il/571f46/6394496308/il_340x270.6394496308_j9x5.jpg,https://www.etsy.com/listing/1804632688/beverly-hill-camping-girl-comfort-colors?ref=shop_review,1804632688
1781163995-222,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=110,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=125,"Christopher on Mar 21, 2025",2025-03-21,2.0,Amazing shirts and the print is perfect. Thank you.,Christopher,"Fourth Wing Series Comfort Colors Shirt For Fans, The Quest Squad Onyx Storm T-Shirt, 12 Hours Dragon Rider Tee, Book Merch Gift",5 out of 5 stars,https://i.etsystatic.com/6675119213/r/il/6c2195/6675119213/il_340x270.6675119213_eeva.jpg,https://www.etsy.com/listing/1856592352/fourth-wing-series-comfort-colors-shirt?ref=shop_review,1856592352
1781159438-1,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,,"Brittany on Jun 10, 2026",2026-06-10,2.0,Seller was responsive and great to work with! The sign I ordered for my son's 1st birthday was perfect!,Brittany,"Striped Cotton Linen Birthday Banner, Custom Name Party Backdrop, Striped Fabric Hanging Decor, Kids Birthday Welcome",5 out of 5 stars,https://i.etsystatic.com/7930527909/r/il/684568/7930527909/il_340x270.7930527909_drd7.jpg,https://www.etsy.com/listing/4483844779/striped-cotton-linen-birthday-banner?ref=shop_review,4483844779
1781159438-2,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,,"Etsy buyer on Jun 9, 2026",2026-06-09,3.0,Arrived very quickly and the shop owner was extremely responsive and very helpful!,,"Bridal Shower Banner, Fresh Off The Market Theme Sign, Personalized Welcome Linen Decor, Bridal Showe sign decor",5 out of 5 stars,https://i.etsystatic.com/7912013304/r/il/e7a17f/7912013304/il_340x270.7912013304_1xvw.jpg,https://www.etsy.com/listing/4488543020/bridal-shower-banner-fresh-off-the?ref=shop_review,4488543020
1781159438-3,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,,"Miranda on Jun 9, 2026",2026-06-09,16.0,Beautiful product. Exact as pictured.,Miranda,"Personalized Linen striped bar or event Sign, name Wedding Welcome banner, Fabric Bar Menu Banner, Linen Cotton, Personalized Name Date sign",5 out of 5 stars,https://i.etsystatic.com/8009641291/r/il/ab2e1c/8009641291/il_340x270.8009641291_ljqp.jpg,https://www.etsy.com/listing/4496130098/personalized-linen-striped-bar-or-event?ref=shop_review,4496130098
1781159438-4,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,,"Kyleigh on Jun 9, 2026",2026-06-09,3.0,The item came surprisingly quickly!,Kyleigh,"Personalized Linen striped bar or event Sign, Linen Cotton Wedding bar sign, Anniversary, custom name bar wedding sign, wedding banner",4 out of 5 stars,https://i.etsystatic.com/7918496449/r/il/783050/7918496449/il_340x270.7918496449_jtsf.jpg,https://www.etsy.com/listing/4481897750/personalized-linen-striped-bar-or-event?ref=shop_review,4481897750
1781159438-7,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,,"Etsy buyer on Jun 8, 2026",2026-06-08,,The sign doesn’t look like the photo,Etsy buyer,"Personalized Linen striped bar or event Sign, name Wedding Welcome banner, Fabric Bar Menu Banner, Linen Cotton, Personalized Name Date sign",1 out of 5 stars,https://i.etsystatic.com/8009641291/r/il/ab2e1c/8009641291/il_340x270.8009641291_ljqp.jpg,,
1781159438-9,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,,"Delia on Jun 8, 2026",2026-06-08,8.0,The quality of the shirt was amazing exactly what we wanted! and it shipped fast!,Delia,"Custom Graphic Photo Vintage Custom 40th 50th Birthday Bootleg Shirt, Personalized Photo Tee, Funny Gift, Birthday Gift",5 out of 5 stars,https://i.etsystatic.com/7694504822/r/il/65460a/7694504822/il_340x270.7694504822_o49n.jpg,https://www.etsy.com/listing/4455371385/custom-graphic-photo-vintage-custom-40th?ref=shop_review,4455371385
1781159438-12,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,,"Brooke on Jun 7, 2026",2026-06-07,4.0,Loved it! Absolutely perfect for my toddler’s bday!,Brooke,"Personalised Birthday Name Flag, Birthday Banner, Custom Birthday Banner, Fabric Sign, Fabric Birtday Sign,  linen Birthday Boho banner",5 out of 5 stars,https://i.etsystatic.com/7861378539/r/il/5c5797/7861378539/il_340x270.7861378539_jb2l.jpg,https://www.etsy.com/listing/4473194468/personalised-birthday-name-flag-birthday?ref=shop_review,4473194468
1781159438-13,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,,"Etsy buyer on Jun 7, 2026",2026-06-07,11.0,Absolutely gorgeous. It will be a beautiful way to honor my future husband’s father at our wedding. Thank you!,Etsy buyer,"Memorial Wedding Chair Sign, Reserved Banner for Loved Ones, In Loving Memory Sign, Ceremony Tribute, Wedding Aisle, linen Rustic Accent",5 out of 5 stars,https://i.etsystatic.com/7817949080/r/il/d3ca23/7817949080/il_340x270.7817949080_lh2w.jpg,https://www.etsy.com/listing/4473871755/memorial-wedding-chair-sign-reserved?ref=shop_review,4473871755
1781159444-20,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=2,"Amy on Jun 5, 2026",2026-06-05,2.0,This is exactly what we’re looking for,Amy,"Memorial Wedding Chair Sign, Reserved Banner for Loved Ones, In Loving Memory Sign, Ceremony Tribute, Wedding Aisle, Rustic Accent decor",5 out of 5 stars,https://i.etsystatic.com/7910658598/r/il/a84328/7910658598/il_340x270.7910658598_gdo5.jpg,https://www.etsy.com/listing/4488344687/memorial-wedding-chair-sign-reserved?ref=shop_review,4488344687
1781159444-22,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=2,"Sierra on Jun 5, 2026",2026-06-05,9.0,so cute! can't wait to use it!,Sierra,"Personalized Linen striped bar or event Sign, Custom Wedding Welcome Sign, Fabric Bar Menu Banner, Linen Cotton, Personalized Name Date",5 out of 5 stars,https://i.etsystatic.com/7922560985/r/il/220ca9/7922560985/il_340x270.7922560985_obcg.jpg,https://www.etsy.com/listing/4482549830/personalized-linen-striped-bar-or-event?ref=shop_review,4482549830
1781159444-23,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=2,"Paula on Jun 5, 2026",2026-06-05,2.0,The customer service was excellent and the product was beautiful! Immediately ordered another sign for our wedding next month! I’m thrilled !,Paula,"Custom Unique Timeless Wedding Welcome Sign, Fabric Bar Menu Banner, Linen Cotton, Personalized Name Date, Romantic Ceremony sign decor",5 out of 5 stars,https://i.etsystatic.com/8009641287/r/il/bd7abe/8009641287/il_340x270.8009641287_138r.jpg,https://www.etsy.com/listing/4496121777/custom-unique-timeless-wedding-welcome?ref=shop_review,4496121777
1781159444-25,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=2,"Micah on Jun 4, 2026",2026-06-04,1.0,This was a really disappointing experience. Ordered this with a specific shipping time and the seller said it was with usps but the label had only been created and not shipped. This came far after the estimated shipping so we were not able to use it for our wedding - wasted money unfortunately.,Micah,"Reserved Wedding Memorial Chair Sign, In Loving Memory Sign, Personalized Linen Fabric Wedding Sign, Wedding Aisle sign decor",2 out of 5 stars,https://i.etsystatic.com/7897439808/r/il/1e2f9b/7897439808/il_340x270.7897439808_bzvi.jpg,https://www.etsy.com/listing/4486344399/reserved-wedding-memorial-chair-sign-in?ref=shop_review,4486344399
1781159450-32,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=3,"Etsy buyer on Jun 3, 2026",2026-06-03,1.0,Item shipped exceptionally quickly and seller was extremely accommodating on timeline,Etsy buyer,"Custom Name Kid Graduation Stole, Grad Gift for Kids, Class of 2026 Kindergarten Stole, Kids Graduation Sash, Preschool Graduation gift",5 out of 5 stars,https://i.etsystatic.com/7994854319/r/il/b5a25e/7994854319/il_340x270.7994854319_3vmj.jpg,https://www.etsy.com/listing/4493885559/custom-name-kid-graduation-stole-grad?ref=shop_review,4493885559
1781159450-33,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=3,"Etsy buyer on Jun 3, 2026",2026-06-03,4.0,"item was great quality,  quick shipping!",Etsy buyer,"Wedding Table Runner, Personalized Last Name Sign, Custom Linen Wedding Banner, Sweetheart Table Decor, Wedding Reception table runner decor",5 out of 5 stars,https://i.etsystatic.com/7820523311/r/il/de5dc6/7820523311/il_340x270.7820523311_7b9u.jpg,https://www.etsy.com/listing/4466969215/wedding-table-runner-personalized-last?ref=shop_review,4466969215
1781159456-43,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=4,"Nick on May 31, 2026",2026-05-31,2.0,Phenomenal customer service. Would order again and again.,Nick,"Custom Mom Shirt, Custom Bootleg Rap Tee With Face Photo, Customized Mother's Day Gift, Mama Shirt, Best Mom Shirt, Unique Gift for Mom",5 out of 5 stars,https://i.etsystatic.com/7792481503/r/il/0e89bb/7792481503/il_340x270.7792481503_eyll.jpg,https://www.etsy.com/listing/4462746871/custom-mom-shirt-custom-bootleg-rap-tee?ref=shop_review,4462746871
1781159456-44,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=4,"Julien on May 31, 2026",2026-05-31,17.0,great for wedding looks awesome!,Julien,"Custom Wedding Welcome Sign, Fabric Bar Menu Banner, Linen Cotton, Personalized Name Date, wedding banner",5 out of 5 stars,https://i.etsystatic.com/7863508042/r/il/949a38/7863508042/il_340x270.7863508042_nozy.jpg,https://www.etsy.com/listing/4480804843/custom-wedding-welcome-sign-fabric-bar?ref=shop_review,4480804843
1781159456-46,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=4,"Belle on May 30, 2026",2026-05-30,1.0,"The linen sign is great quality overall. My only disappointment is that the material is see-through, and I didn’t realize it was double-sided, so the lettering can be seen from both sides of the linen",Belle,"Personalized Linen Bridal Shower Sign decor, Wedding Welcome Fabric Banner, Engagement Party Linen Sign, Custom linen Sign",3 out of 5 stars,https://i.etsystatic.com/7919267538/r/il/0419b3/7919267538/il_340x270.7919267538_mt78.jpg,https://www.etsy.com/listing/4489623677/personalized-linen-bridal-shower-sign?ref=shop_review,4489623677
1781159456-53,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=4,"China on May 28, 2026",2026-05-28,1.0,Customer service was great. Shipping was great. And it was made how I wanted it but when I received the item I was disappointed how much lighter the letters were on the fabric. I have bought a banner from another seller on Etsy before and had no issue with how dark the letters were so I was surprised to see such a difference. This banner will be outside so I would have like the letters to be darker so they are easier to see in the sunlight. I probably will not be ordering from this seller again for that reason.,China,"Custom Wedding Banner, Happily Ever After, Bridal Shower Sign, Wedding Backdrop, Welcome Sign, Wedding Ceremony Decor, Bachelorette banner",3 out of 5 stars,https://i.etsystatic.com/7948257840/r/il/f7730b/7948257840/il_340x270.7948257840_m7hw.jpg,https://www.etsy.com/listing/4494088236/custom-wedding-banner-happily-ever-after?ref=shop_review,4494088236
1781159456-55,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=4,"Jill on May 27, 2026",2026-05-27,2.0,they did a great job coordinating fonts from 2 different signs that I needed,Jill,"Personalized Linen bar or event Sign, Linen Cotton, Wedding, Birthday, Anniversary sign, custom name bar wedding sign decor",5 out of 5 stars,https://i.etsystatic.com/7838448410/r/il/997ee2/7838448410/il_340x270.7838448410_87fa.jpg,https://www.etsy.com/listing/4477022586/personalized-linen-bar-or-event-sign?ref=shop_review,4477022586
1781159462-58,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=5,"Sandra on May 26, 2026",2026-05-26,1.0,This looked great on her,Sandra,"Personalized Kid Graduation Sash , Cute Kindergarten Stole Custom Name, Preschool Grad Gift, Class of 2026 Girl Sash, Girl boy Graduate Sash",5 out of 5 stars,https://i.etsystatic.com/8009702833/r/il/c6c8ba/8009702833/il_340x270.8009702833_lkju.jpg,https://www.etsy.com/listing/4496132419/personalized-kid-graduation-sash-cute?ref=shop_review,4496132419
1781159468-75,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=6,"kitrina on May 19, 2026",2026-05-19,1.0,Beautiful. This will serve as a great addition to our remembrance,kitrina,"Loving Memory Wedding Sign, Personalized White Linen Chair sign, In Memory of Loved Ones, Wedding Aisle Sign, Remembrance Ceremony banner",5 out of 5 stars,https://i.etsystatic.com/7834312827/r/il/6150c3/7834312827/il_340x270.7834312827_hvl4.jpg,https://www.etsy.com/listing/4469081051/loving-memory-wedding-sign-personalized?ref=shop_review,4469081051
1781159468-84,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=6,"Zachary on May 14, 2026",2026-05-14,1.0,"Exactly what I expected, thanks!",Zachary,"Custom Vintage Bootleg Pet Comfort Color Shirt, Personalized Cat Portrait, Cat Remembrance Gift, Cat Shirt, Gift For Cat Mom, Cat Lover Gift",5 out of 5 stars,https://i.etsystatic.com/7670545342/r/il/7f331d/7670545342/il_340x270.7670545342_ogce.jpg,https://www.etsy.com/listing/4451663733/custom-vintage-bootleg-pet-comfort-color?ref=shop_review,4451663733
1781159474-92,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=7,"BOZENA on May 10, 2026",2026-05-10,1.0,It’s nicely made but I have 4 stars because I don’t like the material,BOZENA,"Memorial Wedding Chair Sign, Reserved Banner for Loved Ones, In Loving Memory Sign, Ceremony Tribute, Wedding Aisle sign,Rustic Accent decor",4 out of 5 stars,https://i.etsystatic.com/7948680521/r/il/76f7be/7948680521/il_340x270.7948680521_cy6f.jpg,https://www.etsy.com/listing/4486867050/memorial-wedding-chair-sign-reserved?ref=shop_review,4486867050
1781159474-93,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=7,"Debbie on May 10, 2026",2026-05-10,2.0,"Perfect gift, as seen in picture",Debbie,"Kid Pencil Graduation Stole, Custom Name Crayon Pre K Grad stole, Kindergarten Class Of 2026 Boy Girl, Personalized Graduation Gift for Son",5 out of 5 stars,https://i.etsystatic.com/7800328938/r/il/4dc1c8/7800328938/il_340x270.7800328938_qc6f.jpg,https://www.etsy.com/listing/4471241144/kid-pencil-graduation-stole-custom-name?ref=shop_review,4471241144
1781159480-101,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=8,"Arielle on May 5, 2026",2026-05-05,1.0,"Love this! Looks so great, I can’t wait to celebrate my little preschool graduate next month. Will be ordering again for my other daughter as well",Arielle,"Kid Pencil Graduation Stole, Custom Name Crayon Pre K Grad stole, Kindergarten Class Of 2026 Boy Girl, Personalized Graduation Gift for Son",5 out of 5 stars,https://i.etsystatic.com/7800328950/r/il/bb1327/7800328950/il_340x270.7800328950_ijro.jpg,https://www.etsy.com/listing/4489951119/kid-pencil-graduation-stole-custom-name?ref=shop_review,4489951119
1781159486-113,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=9,"Etsy buyer on Apr 23, 2026",2026-04-23,1.0,"I really loved the look of this item on the listing and was very excited for it, but on arrival the quality was not fantastic. The lettering really bled into the white stripes and there was a red serial number, shouldn’t be an issue to hide it, but was not expecting. There were also quite a few stains/dirt marks but luckily on the back side so still usable.",Etsy buyer,"Personalized Linen striped bar or event Sign, Linen Cotton, Wedding, Birthday, Anniversary, custom name bar wedding sign, wedding banner",3 out of 5 stars,https://i.etsystatic.com/7886581873/r/il/49a72d/7886581873/il_340x270.7886581873_tk2x.jpg,https://www.etsy.com/listing/4477051594/personalized-linen-striped-bar-or-event?ref=shop_review,4477051594
1781159486-118,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=9,"Danielle on Apr 21, 2026",2026-04-21,1.0,Loved this item for my wedding! It’s perfect,Danielle,"Custom Wedding Table Sign, linen Last Name Sign, custom Wedding Banner,Bridal Dinner Table Sign, Fabric Bar Sign, birthday table runner",5 out of 5 stars,https://i.etsystatic.com/7772293170/r/il/8dab6f/7772293170/il_340x270.7772293170_9d4c.jpg,https://www.etsy.com/listing/4466937582/custom-wedding-table-sign-linen-last?ref=shop_review,4466937582
