product,shop_name,price,listing_age,total_views,views_per_month,total_reviews,total_favorites,avg_reviews,shop_age,total_shop_sales,category,listing_type
"Humpback Whale Resin Ornament, Marine Diorama, Ocean Book Art",,$99.90,21,"5,142",244.9,1,149,0,66,"5,455",Home & Living,Physical
"Boy Under Autumn Oak Tree Resin Lamp, Fall Decor",,$96.89,20,"5,142",257.1,14,369,1,41,"3,019",Art & Collectibles,Physical
Moodoo MESSAGE – Customizable Light Lamp – 107cm (3'6) On Wire Stand | Modern Living Room Decor | Organic Paper Lamp with Your Own Message,,$242.55,39,"5,114",131.1,4,214,0,187,"1,530",Home & Living,Physical
"Surfer Resin Wooden Lamp,Handmade Ocean Wave Epoxy Resin Lamp,Diorama Ocean Resin Night Light,Resin Lamp, Unique Resin Lamp, Resin Beach Art",,$119.90,25,"5,109",204.4,4,189,0,66,"5,455",Home & Living,Physical
"Thousand Sunny Lamp, Anime Epoxy Resin Lamp, Custom Resin Epoxy Lamp, King Pirate Ship Lamp, Christmas Gift Decoration, Christmas gift",,$92.00,19,"5,108",268.8,9,324,0,50,"10,764",Home & Living,Physical
"Whale Shark Epoxy Lamp: Handmade Headphone Stand, Rustic Gamer Night Light",,$258.00,20,"5,107",255.3,4,242,0,54,"31,299",Home & Living,Physical
"Personalized Handmade Wall-E & Eve Resin Lamp, Futuristic LED Night Light, Custom Engagement Gift or Wedding Gift",,$130.00,14,"5,102",364.4,6,227,0,20,335,Home & Living,Physical
LED Light Easter Silicone Mold-Easter Egg Light Mold-Heart Bunny Resin Mold-Concrete Cement Mold-Jesmonite Plaster Mold-Easter Decor Mold,,$2.28,18,"5,098",283.2,7,99,0,62,"27,275",Craft Supplies & Tools,Physical
Baron Nashor Resin Lamp | League of Legends Inspired Epoxy Night Light | LoL Gamer Room Decor Gift,,$104.44,6,"5,069",844.8,2,185,0,19,"1,353",Home & Living,Physical
"Lune Clair Obscur: Expedition 33 Night Light, Game Of the Year 2025, Epoxy Gamer Lamp, Gustave, Maelle, Esquie, Verso Figure, Christmas Gift",,$26.67,9,"5,066",562.9,4,84,0,20,"1,089",Home & Living,Physical
"Hollow Knight Resin Lamp, Handmade Game Art LED Night Light",,$179.67,9,"5,056",561.8,11,76,1,16,225,Home & Living,Physical
"Custom resin night light, gengar evolution resin lamp, pokemon decor, custom night light, resin night light, epoxy night light, custom lamp",,$137.98,13,"5,042",387.8,6,156,0,59,"12,310",Home & Living,Physical
"A.ang-Inspired Elemental Resin Lamp | Handcrafted Wood & Epoxy Night Light, Unique Gifts for Anime And Art Lovers",,$89.70,6,"5,039",839.8,9,573,2,10,639,Home & Living,Physical
"Retro mermaid wall lamp, resin sculpture hanging lamp, mermaid wall decorative lamp, underwater acrylic lamp,whimsical lamp",,$100.72,1,"5,020",5020.0,0,557,0,16,"1,726",Home & Living,Physical
"Replacement screen for brass resin and loose incense burner, oil warmer and wax melt",,$1.99,46,"5,016",109.0,96,280,2,72,"40,123",Home & Living,Physical
"Dandelion crystal ball,Floral resin night light, touch controlled night light,Dandelion Desk Decor,Resin Paperweight,small table,pusteblume",,$57.81,12,"5,015",417.9,10,273,1,37,"1,707",Home & Living,Physical
Doom Guy Resin Lamp – Handmade Gamer LED Night Light | Doom Slayer Resin Art Lamp | Gaming Desk Decor Gift for FPS Fans,,$73.71,6,"5,007",834.5,6,164,1,21,712,Home & Living,Physical
Fire Warrior Inspired Resin Lamp| Handcrafted LED Anime Figure Light | Wood & Epoxy Display Lamp | Collector Gift for Fans,,$67.01,5,"4,998",999.6,5,213,1,21,712,Home & Living,Physical
"Da.rth Va.der diorama lamp, resin epoxy lamp, gift for him, Sword lightsaber, gaming decor, gift for men, halloween gifts, christmas gifts",,$53.00,2,"4,978",2489.0,0,323,0,4,52,Home & Living,Physical
HUNTING MOON night lamp with Howling Wolf Aurora Borealis Lamp Northern Lights Lamp Alaska Decor Northern Light Room decor Personalized Gift,,$123.75,29,"4,977",171.6,5,432,0,64,"62,570",Home & Living,Physical
"Immortal Flowers Night Light, Flower Night lamp, Real Dandelion puff Paperweight, Flower Epoxy Resin Nightlight friendship gifts for mom",,$69.00,31,"4,975",160.5,3,171,0,64,"62,570",Home & Living,Physical
"Galaxy Lamp, Galaxy Night light, Back to School Gift 2025 , Space ship Lamp, Resin night light, personalization Gift, Star War resin lamp",,$99.90,10,"4,968",496.8,5,248,1,43,"15,304",Home & Living,Physical
Starter Kit UV hard Resin 25 gr plus 6W UV Lamp Crystal Clear Hard Glue Transparent Curing Solar Cure Sunlight DIY Jewelry Making Tool,,$13.09,69,"4,967",72.0,13,191,0,122,"8,706",Craft Supplies & Tools,Physical
Manta Ray & Whale Shark Resin Lamp: Handmade Ocean Night Light,,$118.00,9,"4,954",550.4,3,291,0,13,362,Home & Living,Physical
3D Heart Silicone Mold-Heart Keychain Resin Mold-Heart Candle Mold-Silicone Mold for Heart-DIY Aromatherapy Plaster Mold-Epoxy Resin Mold,,$2.88,92,"4,953",53.8,25,585,0,93,"95,327",Craft Supplies & Tools,Physical
Frozen Godzilla Resin Lamp: Handmade Kaiju Diorama Night Light,,$41.94,11,"4,952",450.2,2,80,0,12,103,Home & Living,Physical
"Super Saiyan Goku vs Vegeta Resin Lamp, Dragon Ball Anime Battle Light, Handmade Manga Decor, Unique Otaku Gift, Collector Room Accent",,$151.39,1,"4,948",4948.0,0,93,0,54,"9,699",Home & Living,Physical
"Dragon Born Resin Lamp, handmade night light, epoxy lamp gift, Resin Lamp gift, Game gift for him, Birthday gift for him",,$80.00,11,"4,930",448.2,4,213,0,25,"2,204",Home & Living,Physical
DIY Large Arch mold candle mold clay mold Crystal Epoxy Resin Mold Table Lamp Silicone Mold home decor mold,,$22.80,40,"4,928",123.2,24,326,1,53,"70,183",Craft Supplies & Tools,Physical
"Diorama, Star.war resin lamp, Resin Wood Desk , light saber Gaming Decor, epoxy resin , desk decor lamp ,Christmas Gifts, father's day",,$77.98,12,"4,923",410.2,6,223,1,49,"1,820",Home & Living,Physical
Wood & Resin Table Lamp: Modern Smoke Effect LED Desk Light,,$95.00,30,"4,916",163.9,13,257,0,30,819,Home & Living,Physical
"Freddy Krueger Resin Night Light: Horror Halloween Decor - Handmade Night Light, Christmas Decor Light, Xmas Gift for kids, Unique Lamp",,$135.00,8,"4,910",613.8,5,156,1,39,"20,551",Home & Living,Physical
Resin Flower Ceiling Lamp: Warm Color Decorative Lighting,,$980.00,133,"4,905",36.9,0,874,0,166,"11,545",Home & Living,Physical
Handmade Scuba Diver Night Light: Epoxy Resin Ocean Desk Lamp,,$163.99,18,"4,896",272.0,1,180,0,18,15,Home & Living,Physical
Waterfall Oak Wood Resin Floor Lamp: Modern LED Standing Lamp,,$510.00,38,"4,893",128.8,5,156,0,62,"1,053",Home & Living,Physical
"Resin Lamp Featuring Two Beloved Characters, Anime Inspired Lamp, Personalized Table Night Light, Gift for Child, Birthday Gift",,$79.00,17,"4,892",287.8,4,156,0,17,250,Home & Living,Physical
Silikonform / Gießform Leuchtzug / Zug für LED Lichterkette / Geburtstagszug / Weihnachtszug/ Raysin,,$11.49,19,"4,880",256.8,18,105,1,26,"16,660",Home & Living,Physical
"Elegant Sea Colored Bubbles Chandelier - Handmade Resin Bubble Hanging Lamp - Beautiful Lighting Fixture for Bedroom, Living Room, Kitchen -",,$489.00,62,"4,876",78.6,6,338,0,166,"11,545",Home & Living,Physical
"F.ii.n and Ja.ke Adventure Time Resin Lamp, Handmade Resin Night Light, Cartoon Diorama, Christmas Gift, Xmas Gift for Kids, Birthday Gift",,$123.82,6,"4,872",812.0,9,396,2,33,"6,921",Home & Living,Physical
"Handmade King Monster wood lamp, Go.dzil.la Handmade Lamp, video game, Unique Monster, Resin Night light, gifts for friends",,$77.98,12,"4,854",404.5,8,232,1,49,"1,820",Home & Living,Physical
"Diorama Gald.aft & Bal.rog Power Ring Lamp, Lor.d o.f the Ri.ng Epoxy Resin Lamp, Diorama Power Ring lamp, Custom Epoxy Resin Lamp, Lighting",,$143.33,19,"4,852",255.4,5,235,0,58,"22,719",Home & Living,Physical
Varla Stone Lamp Bronze – Fantasy Crystal LED Night Light – Mystic Rune Decor – Enchanted Resin Sculpture for Gamers and Collectors,,$98.00,7,"4,850",692.9,22,875,3,13,"2,288",Art & Collectibles,Physical
"Zen Stupa Night Light, Handmade Wood Resin Sculpture",,$250.00,66,"4,848",73.5,0,627,0,169,"2,599",Home & Living,Physical
"Darth Revan Resin Lamp – Handmade Epoxy Resin Night Light, Star Wars Inspired Lamp, Gaming Room Decor, Unique Handmade Gift for Fans",,$91.00,9,"4,847",538.6,12,222,1,10,"1,774",Home & Living,Physical
"Real Orchid Cube with Purple Lines, Resin Paperweight, Flower Lamp, Resin Lamp, Gift for Her, Home Decor, Gift for Friends, Real Flower Gift",,$65.00,11,"4,842",440.2,13,260,1,62,"4,205",Home & Living,Physical
"Alien Resin Lamp, Predator Resin Lamp, Sci-Fi Battle LED Light, Handmade Epoxy Art Lamp, Movie Inspired Decor, Gift for Horror, Xmas Gifts",,$80.00,2,"4,831",2415.5,0,116,0,11,"1,141",Home & Living,Physical
Red Rose Flower Epoxy Resin Cube - Roses Meaningful Girlfriend Home Decor Art | Romantic Bedroom Night Light Decoration Gift For Her Girl,,$94.29,23,"4,825",209.8,0,56,0,24,527,Home & Living,Physical
"Vintage Stained Glass Book Lamp, Handmade Minimalist Table Light for Cozy Home Decor, Timeless Gifts",,$79.99,7,"4,815",687.9,1,606,0,11,61,Home & Living,Physical
"Fantasy Resin Night Light – Custom Diorama Lamp, Whimsical Gift for Kids & Collectors, pokemon resin lamp",,$99.90,13,"4,810",370.0,1,227,0,39,"17,432",Home & Living,Physical
Handmade Resin Stacked Books Night Light: Boho Bedside Lamp,,$66.86,8,"4,797",599.6,5,617,1,15,272,Home & Living,Physical
"Floral resin night light, touch controlled night light, a unique gift for real floral home decoration,Dandelion Glass Ball,Large glass ball",,$109.20,12,"4,787",398.9,5,217,0,37,"1,707",Home & Living,Physical
"Lamp Torii Gate Epoxy,Galaxy torii gate light,Lamp custom resin,epoxy resin lamp,night light wood,custom resin lamp,handmade gift,art deco",,$179.70,30,"4,785",159.5,3,343,0,63,"6,117",Home & Living,Physical
"SpaceX Raptor Engine Resin Diorama Lamp, Starship Rocket Sculpture",,$370.00,18,"4,785",265.8,0,136,0,94,677,Art & Collectibles,Physical
"Custom Xmas Night Light, Xmas Gift, Epoxy Resin Lamp, Messmer the Impaler Gift, Game Souls Gift For Gamer, Game Resin Figure, Unique lamp",,$135.00,22,"4,773",217.0,3,116,0,39,"20,551",Home & Living,Physical
Custom Koi Fish Lamp – Handmade Resin Epoxy Night Light – Personalized Anime Koi Table Lamp – Unique Gift for Him – Father's Day Lamp Decor,,$120.00,13,"4,771",367.0,2,188,0,20,406,Home & Living,Physical
"Handcrafted Medusa bust lamp - resin sculpture with glowing eyes and snake hair details, a mysterious gothic style decoration.",,$42.80,3,"4,770",1590.0,0,451,0,4,232,Home & Living,Physical
"Explosion Atomic Bomb Resin Lamp, Atomic Bomb Custom Night Light, 3D Resin Lamp, Desk Lamp, Storm Explosion Lamp, Gift for Diorama Fantasy",,$89.00,33,"4,767",144.5,5,190,0,66,"55,400",Home & Living,Physical
"Pokemon resin lamp starter, pokemon gift, pikachu resin lamp, resin night light, epoxy night light, pokemon decor",,$127.98,28,"4,761",170.0,4,176,0,59,"12,310",Home & Living,Physical
"Lamp Egg resin epoxy, Lamp custom resin, Custom Epoxy Resin Art Lamp Egg, Custom Night Light, Handmade Gift, Gift for him",,$122.50,27,"4,754",176.1,7,407,0,66,"55,400",Home & Living,Physical
"Gundam Resin Lamp , Handcrafted Eggs and Personalized Gift For Him, Custom Night Light and Handmade Gifts for Easter Day",,$229.00,19,"4,743",249.6,8,246,0,63,"6,117",Home & Living,Physical
"INTERSTELLAR EPOXY LAMP, Spacecraft Custom Night Light,Space Galaxy Resin and Wood Night Light,Astronaut Resin Wood Art Lamp, Christmas gift",,$30.99,34,"4,742",139.5,3,211,0,50,"10,764",Home & Living,Physical
"Personalized H.u.l.k resin lamp, Giant Green Hero night light, handmade resin figure, diorama resin art, Kid Christmas gift",,$83.16,6,"4,741",790.2,3,151,1,23,"3,641",Home & Living,Physical
"Tortoiseshell Art light, Marine Atmosphere Resin Lamp, Handmade Gift, Best Friend Gift, Halloween Gift, Christmas Gift",,$235.80,37,"4,716",127.5,1,92,0,66,"8,644",Home & Living,Physical
"Zelda Shield And Sword Lamp, Handmade Hylian Korok Zelda Light Light, The Legend of Sword Night Light Gift, Epoxy Zelda Lamp, Christmas gift",,$30.99,24,"4,710",196.2,4,193,0,50,"10,764",Home & Living,Physical
"Handmade Cute Pink Resin Lamp, Kawaii Character Epoxy Night Light, Custom Wood Bedside Lamp, Aesthetic Room Decor, Gift Idea",,$179.60,19,"4,699",247.3,8,395,0,60,"3,695",Home & Living,Physical
"Explosion Bomb Resin Lamp Fallout 4 Nuke lamp, Atomic bomb lamp diorama, Mushroom Cloud Lamp Resin Night lights, Storm Cloud Epoxy Lamp",,$88.00,32,"4,698",146.8,4,131,0,34,"16,179",Home & Living,Physical
Christmas House Silicone Mold-Round Candle Holder Mold-Tree House Candlestick Resin Mold-LED Light House Mold-Jesmonite Plaster Art Mold,,$15.88,16,"4,697",293.6,3,208,0,62,"27,275",Craft Supplies & Tools,Physical
Handmade Epoxy Resin Lamp: Unique Wood Night Light Decor,,$68.00,43,"4,697",109.2,0,248,0,51,"1,084",Home & Living,Physical
Handmade Stingray Resin Lamp: Ocean Diorama with Crystal Lights,,$223.81,30,"4,696",156.5,2,117,0,41,940,Home & Living,Physical
"Shark and Diver Resin wood lamp,Epoxy Resin Table Lamp, GreatWhite Shark,Handmade gift,Valentine Gifts, Gifts for Her,gift for friend.",,$99.80,38,"4,688",123.4,13,196,0,43,"15,304",Home & Living,Physical
Large Uppercase Letter Silicone Mold-Huge Alphabet Resin Mold-A to Z Large Letter Resin Molds-Desktop Lamp Mold-Home Decoration,,$11.88,58,"4,684",80.8,6,136,0,105,"126,278",Craft Supplies & Tools,Physical
"Gundam Battle Diorama with LED Lighting | Handmade Resin Lamp, RX-78-2 vs Gundam Exia Resin Lamp | Epic Mecha Battle Diorama Light",,$127.88,6,"4,670",778.3,4,109,1,19,"1,353",Home & Living,Physical
"Dolphin and Diver Resin Night Light, Epoxy Resin Art Lamp, Handmade Ornament, Best Friend Gift, Unique Decor, Halloween Gift, Winter Gift",,$74.80,36,"4,669",129.7,5,141,0,66,"8,644",Home & Living,Physical
"Master Chief Resin Lamp: Handmade Halo Gamer Decor, Sci-Fi Collectible",,$120.00,5,"4,665",933.0,6,354,1,11,107,Home & Living,Physical
"Handmade Anime Night Light, Resin Forest Scene, Kawaii Desk Lamp",,$179.55,9,"4,663",518.1,2,141,0,17,151,Home & Living,Physical
"Alien Epoxy Lamp - Space Monster Resin Lamp, Galaxy Terrarium Night Light, Personalized Diorama, Gaming Decor, Unique Birthday Gift for Him",,$105.00,16,"4,656",291.0,3,272,0,17,250,Home & Living,Physical
Ocean Resin Lamp: Diver & Volcano - Walnut Wood Pentagonal Decor,,$109.99,52,"4,655",89.5,4,193,0,107,"5,158",Home & Living,Physical
"The Nameless King Dark Souls Resin Lamp, Handmade Diorama Lamp, Game Night Light, Gaming Desk Decor, Lamp Game Decor, Christmas Gift for him",,$123.82,7,"4,648",664.0,9,211,1,33,"6,921",Home & Living,Physical
"Toothless Night Light, HTTYD Bedroom Decor, Resin Art Lamp",,$39.90,10,"4,639",463.9,5,147,1,34,464,Home & Living,Physical
"Leviathan monster resin light box, handmade light box, gift for your birthday's friend, monster in the ocean light box.",,$296.87,18,"4,639",257.7,2,199,0,19,"1,353",Home & Living,Physical
"Handmade Fantasy Forest Diorama LED Lamp, Resin Light Box, DnD Decor",,$240.33,11,"4,633",421.2,0,59,0,17,151,Home & Living,Physical
"Dandelion Flower Lamp, Nature Flowers Night Light, Dandelion Night Light, Handmade Real Flower Gift, Pressed Flower Art Lamp, HD041",,$63.98,9,"4,625",513.9,10,634,1,27,790,Home & Living,Physical
"Anubis figure, Palworld game, Palworld Figure, Epoxy Resin lam, Palworld Top Best, Resin Lamp, God.zilla Lamp, Gift for Kids, Morther's day",,$135.00,26,"4,624",177.8,5,154,0,39,"20,551",Art & Collectibles,Physical
DEER in SNOWY FOREST Resin Lamp Custom Epoxy Lamp Resin Wood Art Lamp Personalized Night Light Decoration Personalized Gift for Decor Home,,$179.66,31,"4,622",149.1,4,216,0,66,"55,400",Home & Living,Physical
"Humpback Whale Wood Resin Lamp: Ocean Night Light, Sea Decor",,$119.75,7,"4,622",660.3,13,235,2,11,367,Home & Living,Physical
"Atomic bomb resin night lamp,Volcanic eruption resin lamp,explosion resin diorama, bomb resin lamp, storm cloud lamp,Magma resin lamp",,$44.43,21,"4,616",219.8,24,202,1,66,221,Home & Living,Physical
"Dragon Ikran Avatar 2, Avatar 2 Way of the Water, Avatar 3, Birthday Gifts, christmas gift for him",,$99.00,38,"4,615",121.4,3,402,0,39,"17,432",Home & Living,Physical
"Adorable Pac - man inspired large 8"" plush / plushie stuffed animal game toy",,$29.99,14,"4,613",329.5,0,31,0,15,390,Toys & Games,Physical
"Atomic Breath Godzilla Resin Lamp, Godzilla figure - Unique lamp for Bedroom and gaming room, gift for him",,$99.80,18,"4,610",256.1,5,178,0,34,"16,179",Home & Living,Physical
"L.u.f.fy G.e.ar 5 Resin Lamp, Handmade One Piec.e LED Light, Anime Night Lamp, Christmas Gift Gift for Him",,$88.02,6,"4,603",767.2,0,88,0,20,"1,089",Home & Living,Physical
Resin Wood Floor Lamp: Handmade Art Deco Standing Lamp,,$350.00,10,"4,595",459.5,1,122,0,62,"1,053",Home & Living,Physical
Epoxy Resin Art White Mini Daisy Nightlight Star Flower customized Birthday Floral Gifts for her Personalized Lamp,,$74.00,40,"4,593",114.8,3,320,0,62,"2,469",Home & Living,Physical
"seascape diorama , resin blue whale lamp , desk lamp box , desk decoration , gift ideas , gifts for him , gifts for her , GITFS",,$60.86,34,"4,590",135.0,0,52,0,49,"1,820",Home & Living,Physical
"Nuclear Explosion Bomb resin lamp, atomic bomb, mushroom cloud lamp, Diorama night light, handmade resin gifts",,$78.93,23,"4,590",199.6,7,204,0,49,"1,820",Home & Living,Physical
"Super Mario Resin Lamp, handmade night light, epoxy lamp gift, Resin Desk Lamp, Game Room Decor gift for him, Mario Night table lamp",,$80.00,15,"4,574",304.9,9,147,1,25,"2,204",Home & Living,Physical
Silikonform / Gießform Leuchtkürbis / Kürbis für LED Lichterkette / Raysin,,$14.97,20,"4,571",228.6,14,110,1,26,"16,660",Home & Living,Physical
PINECONE Aged Brass Finish Lamp Finial-Highly Detailed Cast Resin and Brass,,$14.00,57,"4,567",80.1,52,239,1,175,"21,286",Home & Living,Physical
"Handmade Galaxy Resin Lamp: Astronaut & Rocket Diorama, mother's day gifts",,$99.80,11,"4,546",413.3,3,231,0,34,"16,179",Home & Living,Physical
"Void Knight Resin Lamp, Custom Anime Epoxy Resin Lamp, Personalized Gift For Him, Custom Night Light and Handmade Gifts for Home Decor",,$179.70,19,"4,541",239.0,15,304,1,63,"6,117",Home & Living,Physical
Dollhouse lamp STL files - Group 5,,$5.00,28,"4,525",161.6,11,477,0,51,"1,494",Craft Supplies & Tools,Digital
Resin Pyramid Lamp: Seashell Ocean Decor with LED Lighting,,$78.03,37,"4,524",122.3,1,85,0,68,9,Home & Living,Physical
Silikonform / Gießform Leuchtbär / Teddybär für LED Lichterkette /Teddybär / Bär/ Raysin,,$13.81,21,"4,523",215.4,28,137,1,26,"16,660",Home & Living,Physical
"Diorama Wizard Boy Flying lamp, Magic Castle, Halloween gift, Unique Monster, Resin Night light, gifts for son",,$77.98,9,"4,522",502.4,6,308,1,49,"1,820",Home & Living,Physical
"Lamp scuba diver resin, shark lamp resin, lamp resin ocean, custom epoxy resin lamp wood, Blue ocean lamp, Personalized gift, Handmade gift",,$163.40,19,"4,521",237.9,8,157,0,58,"2,032",Home & Living,Physical
Baby Dragon Silicone Mold-Dragon Egg Resin Mold-Dragon Egg Lamp Mold-Crystal Epoxy Egg Mold-Easter Egg Mold-Epoxy Resin Art Mold,,$4.80,53,"4,520",85.3,14,301,0,62,"27,275",Craft Supplies & Tools,Physical
"Winter Forest Deer Resin Wood Night Light – Large Resin Art for Kids or Winter Decor, Perfect Gift, Father's Day Gift for Him",,$182.54,18,"4,520",251.1,2,337,0,27,"3,140",Home & Living,Physical
"Surfer Room Decor, Handmade Surfer Birthday Gift, Whale Shark Decor, Ocean Night Light Made Of Epoxy And Natural Wood, Resin Desk Lamp",,$317.82,38,"4,520",118.9,11,201,0,44,295,Home & Living,Physical
"Flowers Resin Night Light: Handmade Crystal Ball Lamp, Dandelion, Daisy, Rose, Tulip, Sunflower, Carnation",,$13.38,6,"4,506",751.0,3,62,1,16,551,Home & Living,Physical
"Handmade Robot Bee x OMegatyrant Lamp, Handmade Resin Art, Gift for kids, Robot Figure, table lamp, Xmas Gift",,$79.80,5,"4,500",900.0,3,151,1,54,"31,299",Home & Living,Physical
"Button eyes girl Epoxy Lamp, Handmade Resin Lamp, Creepy Cute Desk Decor, Unique Resin Art Light, Cool Gift Idea",,$121.11,6,"4,494",749.0,3,347,1,58,"22,719",Home & Living,Physical
"St.ar Tr*k N.cC-1701 Epoxy Lamp | Galaxy Resin Night Light, Handmade Spaceship Diorama, Gift for Dad, Gamer Lamp, Sci-Fi Desk Decor",,$67.64,6,"4,493",748.8,6,237,1,11,182,Home & Living,Physical
"Silicone mold Christmas, Decorative Lamp, Tealight Holder, Resin mold, Santa Claus,Snowman Christmas Tree, Elk, Christmas decoration",,$3.00,7,"4,485",640.7,6,148,1,53,"70,183",Craft Supplies & Tools,Physical
Crystal Stone Cone Resin Mold-Creative Silicone Lamp Mold-Cone Candle Mold-Epoxy Resin Jewelry Bracelet Holder Mold-DIY Flower Specimen mold,,$10.88,49,"4,484",91.5,3,99,0,105,"126,105",Craft Supplies & Tools,Physical
Wizard Demons Resin Lamp: Handmade Epoxy Night Light with LED Staff,,$120.00,9,"4,483",498.1,14,193,2,60,668,Home & Living,Physical
Kpop Hunter Tiger Cat Resin Lamp: Fantasy Forest Night Light,,$10.00,9,"4,478",497.6,3,231,0,22,"2,416",Art & Collectibles,Physical
"Resin Wooden Whale Lamp, Couple Diver Ocean Night Light, Resin Wood Art Lamp, Unique Gift, Personalized Night Light",,$109.80,10,"4,463",446.3,4,218,0,54,"31,299",Home & Living,Physical
Rearing Horse Resin Lamp – Wild Stallion Night Light Art Decor,,$96.89,9,"4,451",494.6,5,75,1,41,"3,019",Art & Collectibles,Physical
"Resin Art Lamp: Ocean Scene with Shark and Starfish, Handmade LED Light",,$66.13,26,"4,447",171.0,7,144,0,41,940,Home & Living,Physical
"Pokemon lamp, mewtwo resin lamp, pokemon gifts, pokemon decor, custom night light, resin night light, custom lamp, resin lamp, epoxy lamp",,$117.98,32,"4,444",138.9,4,203,0,59,"12,310",Home & Living,Physical
"Back to School Gift 2025 , Headphone Stand, Resin lamp, Resin night light, personalization Gift, Resin art , Epoxy Lamp, Gift for Gamer",,$318.00,41,"4,432",108.1,2,186,0,43,"15,304",Home & Living,Physical
"Fantasy Volcano Resin Lamp – LED Night Light with Dinosaur Figure, Handmade Crystal Epoxy Decor, Unique Gift TR01",,$12.56,14,"4,418",315.6,5,123,0,14,178,Home & Living,Physical
"Epoxy Resin Ocean Lamp: Whale, Divers, and Sea Life Night Light",,$109.80,20,"4,415",220.8,1,197,0,54,"31,299",Home & Living,Physical
Handcrafted Olive Wood Wall Sconce: Blue Epoxy Ambient Light,,$350.00,18,"4,411",245.1,2,144,0,64,"1,123",Home & Living,Physical
Resin Lamp with Espeon Umbreon Handmade Espeon Umbreon Night Light Couple Lamp Gift for Gamers Collectors Espeon Lamp Umbreon Lamp Xmas Gift,,$80.00,8,"4,410",551.2,11,308,1,13,"1,127",Home & Living,Physical
"Shark Cube Resin Lamp, Home Decor, Personalized Gifts, Halloween Gifts, Handmade Gifts for Kids, Christmas Gifts",,$89.90,5,"4,406",881.2,4,326,1,66,"8,644",Home & Living,Physical
"Ponyo Resin night light, Xmas Lamp Gift for kids, Famous Manga figure, Cute Night light for kids, Unique Desk lamp, Famous Anime Night light",,$135.00,6,"4,403",733.8,3,396,1,39,"20,551",Home & Living,Physical
"Daddy and baby Manta Rays Lamp,Epoxy Resin Table Lamp, Ocean Resin Lamp,Lighting Home Decor,Gifts for Her,Kid gifts, Gifts for dad",,$99.80,38,"4,400",115.8,9,216,0,43,"15,304",Home & Living,Physical
Silicone Dragon Egg Candle Mold-Broken Dragon Egg Resin Mold-Dragon Egg Night Lamp Mold-Dragon Egg Plaster Mold-Epoxy Resin Art Craft Mold,,$21.88,46,"4,396",95.6,10,479,0,87,"69,375",Craft Supplies & Tools,Physical
"Resin wooden lamp,epoxy resin lamp,epoxy art, Ocean Wave,scuba diving gift,table resin lamp，epoxy resin wood,diver night light,diorama ocean",,$167.02,11,"4,391",399.2,3,173,0,37,"1,707",Home & Living,Physical
"Handmade Resin Ocean Lamp, Wood Night Light, Marine Life Decor",,$117.99,15,"4,385",292.3,17,196,1,16,551,Home & Living,Physical
Bonsai Tree Sculpture with Koi Fish and Cats Resin Light,,$96.89,35,"4,383",125.2,5,315,0,41,"3,019",Art & Collectibles,Physical
"Ocean Manta Rays Divers Night light, Large Epoxy Resin Wood lamp, Miniscule, Father's Day Gift for Him",,$146.00,24,"4,377",182.4,5,314,0,64,"20,210",Home & Living,Physical
"Explosion Bomb Resin Lamp, Atomic bomb diorama, Nuke bomb fallout 4, Resin mushroom cloud, little boy bomb - Storm Cloud Lamp - gift for him",,$135.00,35,"4,371",124.9,6,202,0,39,"20,551",Home & Living,Physical
"Venom vs Spider-Man Resin Lamp: Hero-Themed Night Light,Unique Christmas, Gift for him",,$129.44,16,"4,370",273.1,9,150,1,38,837,Home & Living,Physical
"3"" Mewtwo Specimen Glowing in Vial - Stand Included for Showcase",,$20.00,15,"4,370",291.3,8,445,1,20,140,Art & Collectibles,Physical
"Epoxy lamp, Resin lamp, Wood lamp, Resin night light, Custom night light, Animal night light, anime keycap, Night light lamp, Home decor",,$139.00,43,"4,368",101.6,10,189,0,60,"3,695",Home & Living,Physical
"Handmade Aurora Wolf Moon Lamp, Howling Wolf Northern Lights, Unique Handmade Gift for Room Decor, Resin Night light gift",,$99.80,5,"4,366",873.2,4,311,1,54,"31,299",Home & Living,Physical
"BABY FLOWERS Night Light, Flower Epoxy Resin Night light, Flower Lamp, Unique Gifts For Her, Flower Bedside Lamp, Aesthetic Decoration Light",,$156.33,31,"4,361",140.7,5,368,0,66,"55,400",Home & Living,Physical
"Game lamp Decoration, Custom anime Night Lamp, epoxy resin lamp, Handmade Resin & Wood Lamp, Custom Night Light, Handcrafted Gift",,$114.27,29,"4,361",150.4,4,250,0,54,"22,721",Home & Living,Physical
"Fire Dargon Ice Dragon Epoxy Resin Night Light,Handmade Wood Resin Table Lamp,Personalized Resin Lamp, Birthday Gifts,Christmas Custom Gifts",,$46.59,11,"4,361",396.5,1,91,0,14,337,Home & Living,Physical
Dollhouse Farmhouse Lamp STL File – 1/12 Scale Miniature (Digital 3D Print File),,$3.99,49,"4,355",88.9,26,514,1,61,"3,410",Craft Supplies & Tools,Digital
"DEEP RED SEA Night light, Epoxy resin lamp, Epoxy Lamp Space, Resin Night Light, Custom Night Light, personalized night light | Gift for",,$198.80,48,"4,350",90.6,7,213,0,66,"55,400",Home & Living,Physical
