web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,data5,data6,data7,image,image2
1780904719-2300,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=165,Michele,"Michele on Jan 25, 2025",My daughter in law loved this gift and wore it to see Wicked,"Wicked Together We’re Unlimited Sweatshirt, Wicked The Musical, Defy Gravity Broomstick Magic Wand Crewneck, Wizard Movie Fan Shirt","Wicked Together We’re Unlimited Sweatshirt, Wicked The Musical, Defy Gravity Broomstick Magic Wand Crewneck, Wizard Movie Fan Shirt",5 out of 5 stars,,https://i.etsystatic.com/6449910544/r/il/447849/6449910544/il_340x270.6449910544_rgmw.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904719-2301,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=165,Etsy buyer,"Etsy buyer on Jan 25, 2025",I love this shirt so much!,"Fourth Wing Series Two Sided Comfort Colors Shirt For Fans, War College T-Shirt, Dragon Rider Bookish Shirt, Book Merch Gift","Fourth Wing Series Two Sided Comfort Colors Shirt For Fans, War College T-Shirt, Dragon Rider Bookish Shirt, Book Merch Gift",5 out of 5 stars,,https://i.etsystatic.com/6490092703/r/il/e92e8a/6490092703/il_340x270.6490092703_6seh.jpg,https://i.etsystatic.com/iusa/ff720b/36147545/iusa_75x75.36147545_nt6n.jpg?version=0
1780904719-2302,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=165,Jack,"Jack on Jan 25, 2025",Great seller. Came quick and packaged nicely. Screenprint quality is very good. Thanks!,"Velaris The Night Court Acotar 2 Sided Comfort Colors Shirt, Velaris The Night Court Shirt, Court Of Dreams, Inner Circle Acotar Tee","Velaris The Night Court Acotar 2 Sided Comfort Colors Shirt, Velaris The Night Court Shirt, Court Of Dreams, Inner Circle Acotar Tee",5 out of 5 stars,,https://i.etsystatic.com/6191051472/r/il/55c9c1/6191051472/il_340x270.6191051472_9fhf.jpg,https://i.etsystatic.com/iusa/bc6c6c/92972747/iusa_75x75.92972747_2y4s.jpg?version=0
1780904719-2303,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=165,Xavier,"Xavier on Jan 25, 2025",My girlfriend was really excited for the shirt.  It made a great gift for her on the release of the new book.,"Onyx Storm Brave The Dark Comfort Colors Shirt, Fourth Wing Series T Shirt For Fan, Violet Sorrengail Dragon Rider, Gift For Book Lover","Onyx Storm Brave The Dark Comfort Colors Shirt, Fourth Wing Series T Shirt For Fan, Violet Sorrengail Dragon Rider, Gift For Book Lover",5 out of 5 stars,,https://i.etsystatic.com/6562063405/r/il/9333f7/6562063405/il_340x270.6562063405_5ju6.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904719-2304,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=165,Autumn,"Autumn on Jan 25, 2025",I love this shirt so much!!! Thanks to the seller and thank the gods for Kai Azer?,"Kai Azer I Love You In Powerless Comfort Colors Shirt, Kai Azer Powerless Shirt, Kai And Paedyn Shirt, Valentine Gift Shirt, Powerless Shirt","Kai Azer I Love You In Powerless Comfort Colors Shirt, Kai Azer Powerless Shirt, Kai And Paedyn Shirt, Valentine Gift Shirt, Powerless Shirt",5 out of 5 stars,,https://i.etsystatic.com/6523890696/r/il/fafd44/6523890696/il_340x270.6523890696_ku0n.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904719-2305,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=165,Krista,"Krista on Jan 25, 2025",Awesome shirt and fit is perfect. Great quality!,"Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers",5 out of 5 stars,,https://i.etsystatic.com/6571995215/r/il/6cb952/6571995215/il_340x270.6571995215_gls1.jpg,https://i.etsystatic.com/iusa/aff3b4/37424796/iusa_75x75.37424796_c1xh.jpg?version=0
1780904719-2306,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=165,,"Inactive account on Jan 25, 2025","High quality, and came true to size, which I love, because I wanted it as a nightshirt. It's honestly my favorite thing to wear to bed, especially when I'm getting cozy with BG3 or a good book.","Funny Astarion Game Fan Comfort Colors Shirt, Astarion BG3 Shirts, Astarion’s Juice Box BG3 T Shirt, High Elf Gaming Apparel, Dark Humor Tee","Funny Astarion Game Fan Comfort Colors Shirt, Astarion BG3 Shirts, Astarion’s Juice Box BG3 T Shirt, High Elf Gaming Apparel, Dark Humor Tee",5 out of 5 stars,,https://i.etsystatic.com/6110728156/r/il/26ccf0/6110728156/il_340x270.6110728156_djcg.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904736-2307,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,ashley,"ashley on Jan 25, 2025",Beautiful design with a comfy shirt,"Fourth Wing Series Two Sided Comfort Colors Shirt For Fans, War College T-Shirt, Dragon Rider Bookish Shirt, Book Merch Gift","Fourth Wing Series Two Sided Comfort Colors Shirt For Fans, War College T-Shirt, Dragon Rider Bookish Shirt, Book Merch Gift",5 out of 5 stars,,https://i.etsystatic.com/6490092703/r/il/e92e8a/6490092703/il_340x270.6490092703_6seh.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904736-2308,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,Etsy buyer,"Etsy buyer on Jan 25, 2025","This is a gift for our daughter and she loves this particular brand and style.
 Of t shirt. Well made and quality is great!","TOG Series Comfort Colors Shirt For Fans, Terrasen The Thirteen T Shirt, Aelin Fireheart Tee, Xmas Cozy Gift, Bookish Christmas","TOG Series Comfort Colors Shirt For Fans, Terrasen The Thirteen T Shirt, Aelin Fireheart Tee, Xmas Cozy Gift, Bookish Christmas",5 out of 5 stars,,https://i.etsystatic.com/6420125983/r/il/be6afc/6420125983/il_340x270.6420125983_j8hl.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904736-2309,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,Jahtavia,"Jahtavia on Jan 25, 2025",My granddaughter loves it! Shipping only took about a week.,"Wicked Defying Gravity Sweatshirt, Pink And Green Changed For Good Crewneck ,Wicked The Musical, Broomstick Magic Wand Movie Fan Shirt","Wicked Defying Gravity Sweatshirt, Pink And Green Changed For Good Crewneck ,Wicked The Musical, Broomstick Magic Wand Movie Fan Shirt",5 out of 5 stars,,https://i.etsystatic.com/6474118835/r/il/f025e1/6474118835/il_340x270.6474118835_8glf.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904736-2310,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,Etsy buyer,"Etsy buyer on Jan 25, 2025","Great in every way, cool.","Wicked Change For Good Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand, Wizard Movie Fan Shirt, Wicked Musical Fan Gift","Wicked Change For Good Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand, Wizard Movie Fan Shirt, Wicked Musical Fan Gift",5 out of 5 stars,,https://i.etsystatic.com/6461001845/r/il/9ae655/6461001845/il_340x270.6461001845_55ss.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904736-2311,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,Valery,"Valery on Jan 24, 2025",Super cute I love them both,"Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers",5 out of 5 stars,,https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg,https://i.etsystatic.com/iusa/66108d/115187534/iusa_75x75.115187534_ntfi.jpg?version=0
1780904736-2312,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,Kayla,"Kayla on Jan 24, 2025","I somehow put the wrong delivery address in…but when it was sent back the seller immediately helped and resent one with the correct address. Love the shirt, and great seller communication!????","Xaden Riorson Comfort Color Shirt, Iron Flame Fan Shirt,  Fourth Wing Inspired, Dragon Rider Bookish, Basgiath War College, Bookish Gift","Xaden Riorson Comfort Color Shirt, Iron Flame Fan Shirt,  Fourth Wing Inspired, Dragon Rider Bookish, Basgiath War College, Bookish Gift",5 out of 5 stars,,https://i.etsystatic.com/6432361379/r/il/afd075/6432361379/il_340x270.6432361379_9vlz.jpg,https://i.etsystatic.com/iusa/d16391/107769766/iusa_75x75.107769766_7zi9.jpg?version=0
1780904736-2313,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,Connie,"Connie on Jan 24, 2025",Absolutely love my shirt! Exactly what I expected!,"Wicked Defying Gravity Sweatshirt, Pink And Green Changed For Good Crewneck ,Wicked The Musical, Broomstick Magic Wand Movie Fan Shirt","Wicked Defying Gravity Sweatshirt, Pink And Green Changed For Good Crewneck ,Wicked The Musical, Broomstick Magic Wand Movie Fan Shirt",5 out of 5 stars,,https://i.etsystatic.com/6474118835/r/il/f025e1/6474118835/il_340x270.6474118835_8glf.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904736-2314,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,Natalie,"Natalie on Jan 24, 2025","Amazing quality, and matches the description.","Velaris The Night Court Acotar 2 Sided Comfort Colors Shirt, Velaris The Night Court Shirt, Court Of Dreams, Inner Circle Acotar Tee","Velaris The Night Court Acotar 2 Sided Comfort Colors Shirt, Velaris The Night Court Shirt, Court Of Dreams, Inner Circle Acotar Tee",5 out of 5 stars,,https://i.etsystatic.com/6191051472/r/il/55c9c1/6191051472/il_340x270.6191051472_9fhf.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904736-2315,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,Miesje,"Miesje on Jan 24, 2025",The shirt is absolutely GORGEOUS!!!!  I love love it!  Shipping is fast as well.,"Basgiath War College Comfort Colors Shirt, Fourth Wing 2 Sided Shirt, Xaden Riorson Fan, Dragon Rider Merch, Rebecca Yarros","Basgiath War College Comfort Colors Shirt, Fourth Wing 2 Sided Shirt, Xaden Riorson Fan, Dragon Rider Merch, Rebecca Yarros",5 out of 5 stars,,https://i.etsystatic.com/6526962638/r/il/4e5a2a/6526962638/il_340x270.6526962638_oxcl.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904736-2316,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,Genevieve,"Genevieve on Jan 24, 2025",Great quality! Just as pictured.,"Wizard Movie Fan Emerald City Comfort Colors Shirt, Wicked Change For Good T Shirt, Wizard University Tee, Gift For Fan","Wizard Movie Fan Emerald City Comfort Colors Shirt, Wicked Change For Good T Shirt, Wizard University Tee, Gift For Fan",5 out of 5 stars,,https://i.etsystatic.com/6597556659/r/il/64f315/6597556659/il_340x270.6597556659_k1jf.jpg,https://i.etsystatic.com/iusa/30f1a0/33568637/iusa_75x75.33568637_7lpq.jpg?version=0
1780904736-2317,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,Savanna,"Savanna on Jan 24, 2025",The shirt is as described. Love the fabric and color! The print isn’t plastic like which is super nice! Love it!,"Violet Apothecary Comfort Colors Shirt, Basgiath War College Merch, Fourth Wing Shirts, Riders Quadrant, Bookish Tee, Gift For Book Lover","Violet Apothecary Comfort Colors Shirt, Basgiath War College Merch, Fourth Wing Shirts, Riders Quadrant, Bookish Tee, Gift For Book Lover",5 out of 5 stars,,https://i.etsystatic.com/6104605440/r/il/093db7/6104605440/il_340x270.6104605440_93cg.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904736-2318,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,solemnspaceplant,"solemnspaceplant on Jan 24, 2025","I love this shirt! Perfect for reading oynx storm!! The seller was super helpful as I accidentally ordered thw wrong color but easily helped me change that which i appreciate a lot! Love this, thanks! :)","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers",5 out of 5 stars,,https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg,https://i.etsystatic.com/iusa/71479c/114747086/iusa_75x75.114747086_4bmr.jpg?version=0
1780904736-2319,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,Courtney,"Courtney on Jan 24, 2025","The item matched the description and picture perfectly. The shirt is soft and comfy, i absolutely love it!","Funny Astarion Game Fan Comfort Colors Shirt, Astarion BG3 Shirts, Astarion’s Juice Box BG3 T Shirt, High Elf Gaming Apparel, Dark Humor Tee","Funny Astarion Game Fan Comfort Colors Shirt, Astarion BG3 Shirts, Astarion’s Juice Box BG3 T Shirt, High Elf Gaming Apparel, Dark Humor Tee",5 out of 5 stars,,https://i.etsystatic.com/6110728156/r/il/26ccf0/6110728156/il_340x270.6110728156_djcg.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904736-2320,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=166,Brittany,"Brittany on Jan 24, 2025",It's just like the picture. Love it! :),"Wicked Change For Good Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand, Wizard Movie Fan Shirt, Wicked Musical Fan Gift","Wicked Change For Good Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand, Wizard Movie Fan Shirt, Wicked Musical Fan Gift",5 out of 5 stars,,https://i.etsystatic.com/6461001845/r/il/9ae655/6461001845/il_340x270.6461001845_55ss.jpg,https://i.etsystatic.com/iusa/4e54bb/92896970/iusa_75x75.92896970_8ji1.jpg?version=0
1780904753-2321,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,Brittany,"Brittany on Jan 23, 2025",Exactly as pictured. So excited to wear this and read the books.,"Violet Apothecary Comfort Colors Shirt, Basgiath War College Merch, Fourth Wing Shirts, Riders Quadrant, Bookish Tee, Gift For Book Lover","Violet Apothecary Comfort Colors Shirt, Basgiath War College Merch, Fourth Wing Shirts, Riders Quadrant, Bookish Tee, Gift For Book Lover",5 out of 5 stars,,https://i.etsystatic.com/6104605440/r/il/093db7/6104605440/il_340x270.6104605440_93cg.jpg,https://i.etsystatic.com/iusa/a722b2/111932723/iusa_75x75.111932723_qzq0.jpg?version=0
1780904753-2322,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,Julia,"Julia on Jan 23, 2025",,"Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers",5 out of 5 stars,,https://i.etsystatic.com/6571995215/r/il/6cb952/6571995215/il_340x270.6571995215_gls1.jpg,https://i.etsystatic.com/iusa/e8f052/99325118/iusa_75x75.99325118_is2j.jpg?version=0
1780904753-2323,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,T,"T on Jan 23, 2025","The quality of the shirt matched the description and met my expectations. The recipient Loved the shirt! 
??????????","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers",5 out of 5 stars,,https://i.etsystatic.com/6571995215/r/il/6cb952/6571995215/il_340x270.6571995215_gls1.jpg,https://i.etsystatic.com/iusa/59a315/76392174/iusa_75x75.76392174_4t0c.jpg?version=0
1780904753-2324,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,ksunni,"ksunni on Jan 23, 2025",This shirt is sooo cute and I'll definitely be wearing it for part 2!,"Wicked 2 Sided Comfort Colors Shirt, Wizard Movie Fan Shirt, Wicked Changed For Good TShirt, Wicked The Musical Double Sided Tee","Wicked 2 Sided Comfort Colors Shirt, Wizard Movie Fan Shirt, Wicked Changed For Good TShirt, Wicked The Musical Double Sided Tee",5 out of 5 stars,,https://i.etsystatic.com/6495331179/r/il/20636a/6495331179/il_340x270.6495331179_r7qh.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904753-2325,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,ksunni,"ksunni on Jan 23, 2025",This shirt is sooo cute and I'll definitely be wearing it for part 2!,"Wicked Together We’re Unlimited Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand Tee, Wicked The Musical,  Wizard Movie Fan Tee","Wicked Together We’re Unlimited Comfort Colors Shirt, Defy Gravity Broomstick Magic Wand Tee, Wicked The Musical,  Wizard Movie Fan Tee",5 out of 5 stars,,https://i.etsystatic.com/6441989036/r/il/236ec3/6441989036/il_340x270.6441989036_tvlw.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904753-2326,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,Toto,"Toto on Jan 23, 2025",great quality! wish i got a bigger size so i just ordered another and will gift the other.,"Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers",5 out of 5 stars,,https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg,https://i.etsystatic.com/iusa/ffdd76/112771252/iusa_75x75.112771252_ccvc.jpg?version=0
1780904753-2327,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,Susan,"Susan on Jan 23, 2025",My new favorite shirt! So cute!,"Wizard Movie Fan Comfort Colors Shirt, Wicked Change For Good Shirts, Popular - LAR T Shirt, Wicked Musical Fan Gift","Wizard Movie Fan Comfort Colors Shirt, Wicked Change For Good Shirts, Popular - LAR T Shirt, Wicked Musical Fan Gift",5 out of 5 stars,,https://i.etsystatic.com/6476969371/r/il/c0e7fc/6476969371/il_340x270.6476969371_bqiz.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904753-2328,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,Etsy buyer,"Etsy buyer on Jan 23, 2025",I'm pleased with my purchase ??,"They Didn't Burn Witches They Burned Women Comfort Colors Shirt, Feminist Witch Shirt, Bury The Patriarchy Tee, Women's Rights Shirt","They Didn't Burn Witches They Burned Women Comfort Colors Shirt, Feminist Witch Shirt, Bury The Patriarchy Tee, Women's Rights Shirt",5 out of 5 stars,,https://i.etsystatic.com/6458313537/r/il/c95783/6458313537/il_340x270.6458313537_k875.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904753-2329,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,Richard,"Richard on Jan 23, 2025",Love love love this shirt!!!,"Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers",5 out of 5 stars,,https://i.etsystatic.com/6571995215/r/il/6cb952/6571995215/il_340x270.6571995215_gls1.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904753-2330,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,Hanna,"Hanna on Jan 23, 2025",Great shirt! I love it so much,"Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers",5 out of 5 stars,,https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904753-2331,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,Megan,"Megan on Jan 23, 2025","The T-shirt itself is amazing quality, like truly amazing and the print is just exactly as pictured. 10/10 purchase!","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers",5 out of 5 stars,,https://i.etsystatic.com/6617905583/r/il/110f98/6617905583/il_340x270.6617905583_1pgb.jpg,https://i.etsystatic.com/iusa/b14942/112513896/iusa_75x75.112513896_5fvo.jpg?version=0
1780904753-2332,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,MJ,"MJ on Jan 22, 2025",Super comfortable and I love the design. I received so many compliments wearing the shirt. ??,"Xaden Riorson Comfort Color Shirt, Iron Flame Fan Shirt,  Fourth Wing Inspired, Dragon Rider Bookish, Basgiath War College, Bookish Gift","Xaden Riorson Comfort Color Shirt, Iron Flame Fan Shirt,  Fourth Wing Inspired, Dragon Rider Bookish, Basgiath War College, Bookish Gift",5 out of 5 stars,,https://i.etsystatic.com/6432361379/r/il/afd075/6432361379/il_340x270.6432361379_9vlz.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904753-2333,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,Chelsea,"Chelsea on Jan 22, 2025","This shirt is amazing, looks just like the photo and amazing quality. We’ll definitely order again.","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers",5 out of 5 stars,,https://i.etsystatic.com/6571995215/r/il/6cb952/6571995215/il_340x270.6571995215_gls1.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904753-2334,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=167,Renee,"Renee on Jan 22, 2025","Great quality sweatshirt, design is beautiful, couldn’t be happier!!!","Wicked Defying Gravity Sweatshirt, Pink And Green Changed For Good Crewneck ,Wicked The Musical, Broomstick Magic Wand Movie Fan Shirt","Wicked Defying Gravity Sweatshirt, Pink And Green Changed For Good Crewneck ,Wicked The Musical, Broomstick Magic Wand Movie Fan Shirt",5 out of 5 stars,,https://i.etsystatic.com/6474118835/r/il/f025e1/6474118835/il_340x270.6474118835_8glf.jpg,https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75
1780904769-2335,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=168,Lauré,"Lauré on Jan 22, 2025",Love it! It’s so cute and made from a good material,"Velaris The Night Court Acotar 2 Sided Comfort Colors Shirt, Velaris The Night Court Shirt, Court Of Dreams, Inner Circle Acotar Tee","Velaris The Night Court Acotar 2 Sided Comfort Colors Shirt, Velaris The Night Court Shirt, Court Of Dreams, Inner Circle Acotar Tee",5 out of 5 stars,,https://i.etsystatic.com/6191051472/r/il/55c9c1/6191051472/il_340x270.6191051472_9fhf.jpg,https://i.etsystatic.com/iusa/7d4194/51298625/iusa_75x75.51298625_2isq.jpg?version=0
1780904769-2336,https://www.etsy.com/shop/GONdesignJEWELRY#reviews,https://www.etsy.com/shop/GONdesignJEWELRY/reviews?ref=pagination&page=168,Sarah,"Sarah on Jan 22, 2025",Beautiful shirt design! Fast shipping. Couldn’t wait to wear it for the Onyx Storm release (:,"Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers","Fourth Wing Dragon Comfort Colors Shirt,  Tairn & Andarna TShirt, Basgiath War College Tee, Dragon Rider Shirt, Bookish Gift for Readers",5 out of 5 stars,,https://i.etsystatic.com/6571995215/r/il/6cb952/6571995215/il_340x270.6571995215_gls1.jpg,https://i.etsystatic.com/iusa/7fa79c/33352238/iusa_75x75.33352238_45tb.jpg?version=0
